rail,pos_x,pos_y,localisation,rail_work_order,mvt,designation,reference,id,work_order,work_order_unit,point,path,position_type,speed,cnt,x_j1,y_j2,z_j3,w_j4,p_j5,r_j6,e1,wrist,forearm,arm,conf_j1,conf_j4,conf_j6,UF,UT
5,BACKWARD,RIGHT,AR_D,2,station,rail,E53233045200,5,23,3,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,1156,,,,,,,3,2
5,BACKWARD,RIGHT,AR_D,2,approach,rail,E53233045200,5,23,3,13,JOINT,JOINT,50,50,-33,25,-32,21,87,17,1156,,,,,,,3,2
5,BACKWARD,RIGHT,AR_D,2,approach,rail,E53233045200,5,23,3,3,JOINT,JOINT,50,100,-33,25,-32,21,26,135,1156,,,,,,,3,2
5,BACKWARD,RIGHT,AR_D,2,approach,rail,E53233045200,5,23,3,4,JOINT,JOINT,50,100,-33,25,-32,-65,-27,135,1156,,,,,,,3,2
5,BACKWARD,RIGHT,AR_D,2,approach,rail,E53233045200,5,23,3,5,JOINT,JOINT,50,100,-42,33,-27,-59,-36,138,1156,,,,,,,3,2
5,BACKWARD,RIGHT,AR_D,2,approach,rail,E53233045200,5,23,3,6,JOINT,JOINT,50,25,-44,38,-24,-56,-39,140,1156,,,,,,,3,2
5,BACKWARD,RIGHT,AR_D,2,approach,rail,E53233045200,5,23,3,7,LINEAR,JOINT,100,5,-46,43,-21,-54,-42,142,1156,,,,,,,3,2
5,BACKWARD,RIGHT,AR_D,2,work,fastener,ASNA2392-3-04,701,1,1,8,LINEAR,CRT,100,0,230,554,4,180,0,90,1156,N,U,T,0,0,0,3,2
5,BACKWARD,RIGHT,AR_D,2,work,fastener,ASNA2392-3-04,700,2,2,9,LINEAR,CRT,100,0,206,554,4,-180,0,90,1156,N,U,T,0,0,0,3,2
5,BACKWARD,RIGHT,AR_D,2,work,fastener,ASNA2392-3-04,699,3,3,10,LINEAR,CRT,100,0,182,554,4,180,0,71,1156,N,U,T,0,0,0,3,2
5,BACKWARD,RIGHT,AR_D,2,work,fastener,ASNA2392-3-04,698,4,4,11,LINEAR,CRT,100,0,158,554,4,-180,0,67,1156,N,U,T,0,0,0,3,2
5,BACKWARD,RIGHT,AR_D,2,work,fastener,ASNA2392-3-04,697,5,5,12,LINEAR,CRT,100,0,134,554,4,-180,0,47,1156,N,U,T,0,0,0,3,2
5,BACKWARD,RIGHT,AR_D,2,clearance,rail,E53233045200,5,23,3,7,LINEAR,JOINT,100,5,-46,43,-21,-54,-42,142,1156,,,,,,,3,2
5,BACKWARD,RIGHT,AR_D,2,clearance,rail,E53233045200,5,23,3,6,JOINT,JOINT,20,25,-44,38,-24,-56,-39,140,1156,,,,,,,3,2
5,BACKWARD,RIGHT,AR_D,2,clearance,rail,E53233045200,5,23,3,5,JOINT,JOINT,50,100,-42,33,-27,-59,-36,138,1156,,,,,,,3,2
5,BACKWARD,RIGHT,AR_D,2,clearance,rail,E53233045200,5,23,3,4,JOINT,JOINT,50,100,-33,25,-32,-65,-27,135,1156,,,,,,,3,2
5,BACKWARD,RIGHT,AR_D,2,clearance,rail,E53233045200,5,23,3,3,JOINT,JOINT,50,100,-33,25,-32,21,26,135,1156,,,,,,,3,2
5,BACKWARD,RIGHT,AR_D,2,clearance,rail,E53233045200,5,23,3,13,JOINT,JOINT,50,50,-33,25,-32,21,87,17,1156,,,,,,,3,2
5,BACKWARD,RIGHT,AR_D,2,clearance,rail,E53233045200,5,23,3,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,1156,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,station,rail,E53233043200,6,11,1,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,approach,rail,E53233043200,6,11,1,16,JOINT,JOINT,50,25,-23,29,-39,15,86,-53,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,approach,rail,E53233043200,6,11,1,2,JOINT,JOINT,50,50,-52,42,-39,34,96,-173,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,approach,rail,E53233043200,6,11,1,3,LINEAR,JOINT,2000,20,-83,81,-65,35,112,-176,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,approach,rail,E53233043200,6,11,1,4,JOINT,JOINT,50,100,-84,78,-53,50,73,-171,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,approach,rail,E53233043200,6,11,1,5,JOINT,JOINT,50,100,-70,55,-49,-55,9,-54,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,approach,rail,E53233043200,6,11,1,6,JOINT,JOINT,50,25,-73,78,-42,-66,-54,-23,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,approach,rail,E53233043200,6,11,1,7,LINEAR,JOINT,100,5,-73,71,-55,-76,-49,-3,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,work,fastener,ASNA2392-3-04,737,1,1,8,LINEAR,CRT,100,0,-121,0,4,-180,0,-90,527,N,U,T,0,0,0,3,2
6,FORWARD,LEFT,AV_G,1,work,fastener,ASNA2392-3-04,736,2,2,9,LINEAR,CRT,100,0,-98,0,4,-180,0,-90,527,N,U,T,0,0,0,3,2
6,FORWARD,LEFT,AV_G,1,work,fastener,ASNA2392-3-04,735,3,3,10,LINEAR,CRT,100,0,-74,0,4,-180,0,-90,527,N,U,T,0,0,0,3,2
6,FORWARD,LEFT,AV_G,1,work,fastener,ASNA2392-3-04,734,4,4,11,LINEAR,CRT,100,0,-50,0,4,-180,0,-90,527,N,U,T,0,0,0,3,2
6,FORWARD,LEFT,AV_G,1,work,fastener,ASNA2392-3-05,733,5,5,12,LINEAR,CRT,100,0,-26,0,5,-180,0,-90,527,N,U,T,0,0,0,3,2
6,FORWARD,LEFT,AV_G,1,work,fastener,ASNA2392-3-05,732,6,6,13,LINEAR,CRT,100,0,-3,0,5,-180,0,-112,527,N,U,T,0,0,0,3,2
6,FORWARD,LEFT,AV_G,1,work,fastener,ASNA2392-3-07,727,7,7,14,LINEAR,CRT,100,0,36,0,5,-180,0,-128,527,N,U,T,0,0,0,3,2
6,FORWARD,LEFT,AV_G,1,work,fastener,ASNA2392-3-07,726,8,8,15,LINEAR,CRT,100,0,58,0,5,-180,0,-137,527,N,U,T,0,0,0,3,2
6,FORWARD,LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,7,LINEAR,JOINT,100,5,-73,71,-55,-76,-49,-3,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,6,LINEAR,JOINT,2000,25,-73,78,-42,-66,-54,-23,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,5,JOINT,JOINT,50,100,-70,55,-49,-55,9,-54,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,4,JOINT,JOINT,50,100,-84,78,-53,50,73,-171,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,3,JOINT,JOINT,50,50,-83,81,-65,35,112,-176,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,2,LINEAR,JOINT,2000,30,-52,42,-39,34,96,-173,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,16,JOINT,JOINT,50,25,-23,29,-39,15,86,-53,527,,,,,,,3,2
6,FORWARD,LEFT,AV_G,1,clearance,rail,E53233043200,6,11,1,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,527,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,station,rail,E53233043200,6,14,4,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,2,LINEAR,JOINT,2000,25,-34,31,-27,3,112,45,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,3,JOINT,JOINT,50,100,-45,46,-23,25,84,45,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,4,JOINT,JOINT,50,25,-36,31,-45,-73,66,-141,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,5,LINEAR,JOINT,2000,100,-45,46,-79,-54,77,-175,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,6,JOINT,JOINT,50,100,-44,32,-59,-141,27,-94,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,16,JOINT,JOINT,50,25,-71,63,-64,-85,-47,-169,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,approach,rail,E53233043200,6,14,4,7,LINEAR,JOINT,100,5,-73,71,-53,-74,-50,-182,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,work,fastener,ASNA2392-3-04,741,1,1,8,LINEAR,CRT,100,0,-120,27,4,180,0,90,766,N,U,T,0,0,0,3,2
6,FORWARD,RIGHT,AV_D,1,work,fastener,ASNA2392-3-04,740,2,2,9,LINEAR,CRT,100,0,-96,28,4,-180,0,90,766,N,U,T,0,0,0,3,2
6,FORWARD,RIGHT,AV_D,1,work,fastener,ASNA2392-3-04,739,3,3,10,LINEAR,CRT,100,0,-72,28,4,-180,0,90,766,N,U,T,0,0,0,3,2
6,FORWARD,RIGHT,AV_D,1,work,fastener,ASNA2392-3-04,738,4,4,11,LINEAR,CRT,100,0,-48,28,4,-180,0,90,766,N,U,T,0,0,0,3,2
6,FORWARD,RIGHT,AV_D,1,work,fastener,ASNA2392-3-05,731,5,5,12,LINEAR,CRT,100,0,-25,27,5,-180,0,90,766,N,U,T,0,0,0,3,2
6,FORWARD,RIGHT,AV_D,1,work,fastener,ASNA2392-3-05,730,6,6,13,LINEAR,CRT,100,0,0,27,5,-180,0,90,766,N,U,T,0,0,0,3,2
6,FORWARD,RIGHT,AV_D,1,work,fastener,ASNA2392-3-07,728,7,7,14,LINEAR,CRT,100,0,36,27,5,-180,0,110,766,N,U,T,0,0,0,3,2
6,FORWARD,RIGHT,AV_D,1,work,fastener,ASNA2392-3-07,729,8,8,15,LINEAR,CRT,100,0,58,27,5,-180,0,130,766,N,U,T,0,0,0,3,2
6,FORWARD,RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,7,LINEAR,JOINT,100,5,-73,71,-53,-74,-50,-182,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,16,LINEAR,JOINT,2000,25,-71,63,-64,-85,-47,-169,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,6,JOINT,JOINT,50,25,-44,32,-59,-141,27,-94,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,5,JOINT,JOINT,50,50,-45,46,-79,-54,77,-175,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,4,LINEAR,JOINT,2000,50,-36,31,-45,-73,66,-141,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,3,JOINT,JOINT,50,50,-45,46,-23,25,84,45,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,2,JOINT,JOINT,50,25,-34,31,-27,3,112,45,766,,,,,,,3,2
6,FORWARD,RIGHT,AV_D,1,clearance,rail,E53233043200,6,14,4,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,766,,,,,,,3,2
6,BACKWARD,LEFT,AR_G,1,station,rail,E53233043200,6,12,2,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,354,,,,,,,3,2
6,BACKWARD,LEFT,AR_G,1,approach,rail,E53233043200,6,12,2,2,JOINT,JOINT,50,25,-32,25,-44,20,98,24,354,,,,,,,3,2
6,BACKWARD,LEFT,AR_G,1,approach,rail,E53233043200,6,12,2,3,JOINT,JOINT,50,20,-37,37,-22,-69,53,-116,354,,,,,,,3,2
6,BACKWARD,LEFT,AR_G,1,approach,rail,E53233043200,6,12,2,4,JOINT,JOINT,50,50,-55,44,-18,-95,-48,-44,354,,,,,,,3,2
6,BACKWARD,LEFT,AR_G,1,approach,rail,E53233043200,6,12,2,5,JOINT,JOINT,50,50,-47,55,-6,-53,-58,-41,354,,,,,,,3,2
6,BACKWARD,LEFT,AR_G,1,approach,rail,E53233043200,6,12,2,6,JOINT,JOINT,50,25,-47,52,-11,-48,-49,-51,354,,,,,,,3,2
6,BACKWARD,LEFT,AR_G,1,approach,rail,E53233043200,6,12,2,7,LINEAR,JOINT,100,5,-43,46,-13,-46,-47,-59,354,,,,,,,3,2
6,BACKWARD,LEFT,AR_G,1,work,fastener,ASNA2392-3-04,682,1,1,8,LINEAR,CRT,80,0,231,0,4,-180,0,-90,354,N,U,T,0,0,0,3,2
6,BACKWARD,LEFT,AR_G,1,work,fastener,ASNA2392-3-04,683,2,2,9,LINEAR,CRT,100,0,205,0,4,180,0,-77,354,N,U,T,0,0,0,3,2
6,BACKWARD,LEFT,AR_G,1,work,fastener,ASNA2392-3-04,684,3,3,10,LINEAR,CRT,100,0,181,0,4,180,0,-77,354,N,U,T,0,0,0,3,2
6,BACKWARD,LEFT,AR_G,1,work,fastener,ASNA2392-3-04,685,4,4,11,LINEAR,CRT,100,0,158,0,4,180,0,-77,354,N,U,T,0,0,0,3,2
6,BACKWARD,LEFT,AR_G,1,work,fastener,ASNA2392-3-04,686,5,5,12,LINEAR,CRT,100,0,134,0,4,-180,-1,-56,354,N,U,T,0,0,0,3,2
6,BACKWARD,LEFT,AR_G,1,clearance,rail,E53233043200,6,12,2,7,LINEAR,JOINT,100,5,-43,46,-13,-46,-47,-59,354,,,,,,,3,2
6,BACKWARD,LEFT,AR_G,1,clearance,rail,E53233043200,6,12,2,6,LINEAR,JOINT,2000,25,-47,52,-11,-48,-49,-51,354,,,,,,,3,2
6,BACKWARD,LEFT,AR_G,1,clearance,rail,E53233043200,6,12,2,5,JOINT,JOINT,50,50,-47,55,-6,-53,-58,-41,354,,,,,,,3,2
6,BACKWARD,LEFT,AR_G,1,clearance,rail,E53233043200,6,12,2,4,JOINT,JOINT,50,50,-55,44,-18,-95,-48,-44,354,,,,,,,3,2
6,BACKWARD,LEFT,AR_G,1,clearance,rail,E53233043200,6,12,2,3,JOINT,JOINT,50,20,-37,37,-22,-69,53,-116,354,,,,,,,3,2
6,BACKWARD,LEFT,AR_G,1,clearance,rail,E53233043200,6,12,2,2,JOINT,JOINT,50,20,-32,25,-44,20,98,24,354,,,,,,,3,2
6,BACKWARD,LEFT,AR_G,1,clearance,rail,E53233043200,6,12,2,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,354,,,,,,,3,2
6,BACKWARD,RIGHT,AR_D,1,station,rail,E53233043200,6,13,3,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,629,,,,,,,3,2
6,BACKWARD,RIGHT,AR_D,1,approach,rail,E53233043200,6,13,3,13,JOINT,JOINT,50,50,-33,25,-32,21,87,17,629,,,,,,,3,2
6,BACKWARD,RIGHT,AR_D,1,approach,rail,E53233043200,6,13,3,3,JOINT,JOINT,50,100,-33,25,-32,21,26,135,629,,,,,,,3,2
6,BACKWARD,RIGHT,AR_D,1,approach,rail,E53233043200,6,13,3,4,JOINT,JOINT,50,100,-33,25,-32,-65,-27,135,629,,,,,,,3,2
6,BACKWARD,RIGHT,AR_D,1,approach,rail,E53233043200,6,13,3,5,JOINT,JOINT,50,100,-42,33,-27,-59,-36,138,629,,,,,,,3,2
6,BACKWARD,RIGHT,AR_D,1,approach,rail,E53233043200,6,13,3,6,JOINT,JOINT,50,25,-44,38,-24,-56,-39,140,629,,,,,,,3,2
6,BACKWARD,RIGHT,AR_D,1,approach,rail,E53233043200,6,13,3,7,LINEAR,JOINT,100,5,-46,43,-21,-54,-42,142,629,,,,,,,3,2
6,BACKWARD,RIGHT,AR_D,1,work,fastener,ASNA2392-3-04,691,1,1,8,LINEAR,CRT,100,0,230,27,4,180,0,90,629,N,U,T,0,0,0,3,2
6,BACKWARD,RIGHT,AR_D,1,work,fastener,ASNA2392-3-04,690,2,2,9,LINEAR,CRT,100,0,206,27,4,-180,0,90,629,N,U,T,0,0,0,3,2
6,BACKWARD,RIGHT,AR_D,1,work,fastener,ASNA2392-3-04,689,3,3,10,LINEAR,CRT,100,0,182,27,4,180,0,71,629,N,U,T,0,0,0,3,2
6,BACKWARD,RIGHT,AR_D,1,work,fastener,ASNA2392-3-04,688,4,4,11,LINEAR,CRT,100,0,158,27,4,-180,0,67,629,N,U,T,0,0,0,3,2
6,BACKWARD,RIGHT,AR_D,1,work,fastener,ASNA2392-3-04,687,5,5,12,LINEAR,CRT,100,0,134,27,4,-180,0,47,629,N,U,T,0,0,0,3,2
6,BACKWARD,RIGHT,AR_D,1,clearance,rail,E53233043200,6,13,3,7,LINEAR,JOINT,100,5,-46,43,-21,-54,-42,142,629,,,,,,,3,2
6,BACKWARD,RIGHT,AR_D,1,clearance,rail,E53233043200,6,13,3,6,JOINT,JOINT,20,25,-44,38,-24,-56,-39,140,629,,,,,,,3,2
6,BACKWARD,RIGHT,AR_D,1,clearance,rail,E53233043200,6,13,3,5,JOINT,JOINT,50,100,-42,33,-27,-59,-36,138,629,,,,,,,3,2
6,BACKWARD,RIGHT,AR_D,1,clearance,rail,E53233043200,6,13,3,4,JOINT,JOINT,50,100,-33,25,-32,-65,-27,135,629,,,,,,,3,2
6,BACKWARD,RIGHT,AR_D,1,clearance,rail,E53233043200,6,13,3,3,JOINT,JOINT,50,100,-33,25,-32,21,26,135,629,,,,,,,3,2
6,BACKWARD,RIGHT,AR_D,1,clearance,rail,E53233043200,6,13,3,13,JOINT,JOINT,50,50,-33,25,-32,21,87,17,629,,,,,,,3,2
6,BACKWARD,RIGHT,AR_D,1,clearance,rail,E53233043200,6,13,3,1,JOINT,JOINT,50,0,0,19,-39,0,106,45,629,,,,,,,3,2
